Nq=10	 repeat=3	train_loss=0.01
10	0.9799046516418457	0.9899557828903198
10	0.980032742023468	0.9899868965148926
10	0.9796229600906372	0.9899872541427612
10	0.9797759652137756	0.9900214076042175
10	0.9801111221313477	0.9900133013725281
Nq=10	 repeat=3	 train_loss=0.02
10	0.9593927264213562	0.9800310134887695
10	0.9588137865066528	0.979962944984436
10	0.9603500962257385	0.9800267219543457
10	0.959650993347168	0.9798450469970703
10	0.9598100185394287	0.9799140691757202
Nq=10	 repeat=3	 train_loss=0.03
10	0.9400030374526978	0.9699937701225281
10	0.9382539391517639	0.9698708653450012
10	0.9382182359695435	0.9699722528457642
10	0.9391915798187256	0.9700835347175598
10	0.9393964409828186	0.9699797630310059
Nq=10	 repeat=3	 train_loss=0.04
10	0.9202191829681396	0.9600930213928223
10	0.9202961921691895	0.9600335359573364
10	0.9186173677444458	0.9601170420646667
10	0.9177192449569702	0.9598051905632019
10	0.9193401336669922	0.9598768353462219
Nq=10	 repeat=3	 train_loss=0.05
10	0.896125316619873	0.9499435424804688
10	0.8971197605133057	0.9500063061714172
10	0.8972702026367188	0.949905514717102
10	0.8994551301002502	0.9499719738960266
10	0.8994462490081787	0.9498607516288757
